Food code,Main food description,Gender,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B6,Vitamin B9,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Choline,Calcium,Phosphorus,Magnesium,Iron,Zinc,Copper,Selenium,Potassium,RDA_Vitamin A_(mg),RDA_Vitamin B1_(mg),RDA_Vitamin B2_(mg),RDA_Vitamin B3_(mg),RDA_Vitamin B6_(mg),RDA_Vitamin B9_(mg),RDA_Vitamin B12_(mg),RDA_Vitamin C_(mg),RDA_Vitamin D_(mg),RDA_Vitamin E_(mg),RDA_Vitamin K_(mg),RDA_Choline_(mg),RDA_Calcium_(mg),RDA_Phosphorus_(mg),RDA_Magnesium_(mg),RDA_Iron_(mg),RDA_Zinc_(mg),RDA_Copper_(mg),RDA_Selenium_(mg),RDA_Potassium_(mg)
24198500,Chicken feet,Female,0.03,0.06,0.2,0.4,0.01,0.086,0.00047,0.0,0.0002,0.27,0.0002,13.3,88,83,5,0.91,0.69,0.102,0.0036,31,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198570,"Chicken, canned, meat only",Male,0.053,0.0,0.1,2.4,0.19,0.002,0.001,0.0,0.0001,0.32,0.0023,73.8,14,153,19,1.3,2.5,0.05,0.0184,153,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198570,"Chicken, canned, meat only",Female,0.053,0.0,0.1,2.4,0.19,0.002,0.001,0.0,0.0001,0.32,0.0023,73.8,14,153,19,1.3,2.5,0.05,0.0184,153,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198670,"Chicken, chicken roll, roasted",Male,0.008,0.07,0.181,7.568,0.246,0.01,0.00035999999999999997,0.0,0.0,0.41,0.0,66.1,15,236,23,0.73,1.6,0.064,0.023899999999999998,278,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198670,"Chicken, chicken roll, roasted",Female,0.008,0.07,0.181,7.568,0.246,0.01,0.00035999999999999997,0.0,0.0,0.41,0.0,66.1,15,236,23,0.73,1.6,0.064,0.023899999999999998,278,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198671,"Chicken patty, breaded",Male,0.0,0.083,0.072,4.764,0.183,0.007,0.00029,0.0,0.0003,1.28,0.004200000000000001,33.8,19,208,24,0.95,1.05,0.09,0.0233,261,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198671,"Chicken patty, breaded",Female,0.0,0.083,0.072,4.764,0.183,0.007,0.00029,0.0,0.0003,1.28,0.004200000000000001,33.8,19,208,24,0.95,1.05,0.09,0.0233,261,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198677,"Chicken fillet, breaded",Male,0.007,0.132,0.064,5.917,0.338,0.028,0.00017999999999999998,0.5,0.0001,2.22,0.0177,46.2,39,200,29,0.84,0.61,0.085,0.0193,281,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198677,"Chicken fillet, breaded",Female,0.007,0.132,0.064,5.917,0.338,0.028,0.00017999999999999998,0.5,0.0001,2.22,0.0177,46.2,39,200,29,0.84,0.61,0.085,0.0193,281,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198683,"Chicken fillet, grilled",Male,0.004,0.067,0.103,7.63,0.249,0.009,0.00020999999999999998,0.0,0.0,0.77,0.0021000000000000003,47.3,11,197,21,0.37,0.72,0.04,0.0184,226,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198683,"Chicken fillet, grilled",Female,0.004,0.067,0.103,7.63,0.249,0.009,0.00020999999999999998,0.0,0.0,0.77,0.0021000000000000003,47.3,11,197,21,0.37,0.72,0.04,0.0184,226,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198720,"Chicken, ground",Male,0.024,0.076,0.209,8.651,0.628,0.007,0.00133,0.0,0.0002,0.11,0.0,77.5,28,252,30,1.51,3.08,0.15,0.0308,292,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198720,"Chicken, ground",Female,0.024,0.076,0.209,8.651,0.628,0.007,0.00133,0.0,0.0002,0.11,0.0,77.5,28,252,30,1.51,3.08,0.15,0.0308,292,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198729,"Chicken nuggets, NFS",Male,0.005,0.092,0.204,5.985,0.148,0.011,0.00033,0.6,0.0002,1.12,0.007,40.7,11,272,24,0.83,0.59,0.051,0.0172,251,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198729,"Chicken nuggets, NFS",Female,0.005,0.092,0.204,5.985,0.148,0.011,0.00033,0.6,0.0002,1.12,0.007,40.7,11,272,24,0.83,0.59,0.051,0.0172,251,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198731,"Chicken nuggets, from fast food",Male,0.005,0.092,0.204,5.985,0.148,0.011,0.00033,0.6,0.0002,1.12,0.007,40.7,11,272,24,0.83,0.59,0.051,0.0172,251,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198731,"Chicken nuggets, from fast food",Female,0.005,0.092,0.204,5.985,0.148,0.011,0.00033,0.6,0.0002,1.12,0.007,40.7,11,272,24,0.83,0.59,0.051,0.0172,251,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198732,"Chicken nuggets, from restaurant",Male,0.005,0.092,0.204,5.985,0.148,0.011,0.00033,0.6,0.0002,1.12,0.007,40.7,11,272,24,0.83,0.59,0.051,0.0172,251,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198732,"Chicken nuggets, from restaurant",Female,0.005,0.092,0.204,5.985,0.148,0.011,0.00033,0.6,0.0002,1.12,0.007,40.7,11,272,24,0.83,0.59,0.051,0.0172,251,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198735,"Chicken nuggets, from school lunch",Male,0.016,0.092,0.204,5.985,0.309,0.011,0.00023999999999999998,0.6,0.0003,1.23,0.0104,44.9,32,183,24,1.99,0.71,0.074,0.0177,231,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198735,"Chicken nuggets, from school lunch",Female,0.016,0.092,0.204,5.985,0.309,0.011,0.00023999999999999998,0.6,0.0003,1.23,0.0104,44.9,32,183,24,1.99,0.71,0.074,0.0177,231,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198736,"Chicken nuggets, from frozen",Male,0.018,0.092,0.163,3.639,0.233,0.037,0.00023999999999999998,0.4,0.0003,2.13,0.0111,35.4,52,183,28,1.06,0.87,0.111,0.0189,229,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198736,"Chicken nuggets, from frozen",Female,0.018,0.092,0.163,3.639,0.233,0.037,0.00023999999999999998,0.4,0.0003,2.13,0.0111,35.4,52,183,28,1.06,0.87,0.111,0.0189,229,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198737,"Chicken nuggets, from other sources",Male,0.009,0.092,0.192,5.281,0.174,0.019,0.0003,0.5,0.0002,1.42,0.008199999999999999,39.1,23,245,25,0.9,0.67,0.069,0.0177,244,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198737,"Chicken nuggets, from other sources",Female,0.009,0.092,0.192,5.281,0.174,0.019,0.0003,0.5,0.0002,1.42,0.008199999999999999,39.1,23,245,25,0.9,0.67,0.069,0.0177,244,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198739,"Chicken tenders or strips, NFS",Male,0.003,0.11,0.179,8.217,0.426,0.019,0.00016,1.1,0.0002,3.17,0.008,43.7,17,282,28,0.73,0.71,0.069,0.0175,373,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198739,"Chicken tenders or strips, NFS",Female,0.003,0.11,0.179,8.217,0.426,0.019,0.00016,1.1,0.0002,3.17,0.008,43.7,17,282,28,0.73,0.71,0.069,0.0175,373,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198741,"Chicken tenders or strips, breaded, from fast food",Male,0.003,0.11,0.179,8.217,0.426,0.019,0.00016,1.1,0.0002,3.17,0.008,43.7,17,282,28,0.73,0.71,0.069,0.0175,373,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198741,"Chicken tenders or strips, breaded, from fast food",Female,0.003,0.11,0.179,8.217,0.426,0.019,0.00016,1.1,0.0002,3.17,0.008,43.7,17,282,28,0.73,0.71,0.069,0.0175,373,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198742,"Chicken tenders or strips, breaded, from restaurant",Male,0.003,0.108,0.175,8.048,0.417,0.019,0.00016,1.1,0.0003,3.16,0.0078,45.2,17,276,27,0.72,0.7,0.068,0.0171,365,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198742,"Chicken tenders or strips, breaded, from restaurant",Female,0.003,0.108,0.175,8.048,0.417,0.019,0.00016,1.1,0.0003,3.16,0.0078,45.2,17,276,27,0.72,0.7,0.068,0.0171,365,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198745,"Chicken tenders or strips, breaded, from school lunch",Male,0.016,0.092,0.204,5.985,0.309,0.011,0.00023999999999999998,0.6,0.0003,1.23,0.0104,44.9,32,183,24,1.99,0.71,0.074,0.0177,231,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198745,"Chicken tenders or strips, breaded, from school lunch",Female,0.016,0.092,0.204,5.985,0.309,0.011,0.00023999999999999998,0.6,0.0003,1.23,0.0104,44.9,32,183,24,1.99,0.71,0.074,0.0177,231,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198746,"Chicken tenders or strips, breaded, from frozen",Male,0.007,0.132,0.064,5.917,0.338,0.028,0.00017999999999999998,0.5,0.0001,2.22,0.0177,46.2,39,200,29,0.84,0.61,0.085,0.0193,281,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198746,"Chicken tenders or strips, breaded, from frozen",Female,0.007,0.132,0.064,5.917,0.338,0.028,0.00017999999999999998,0.5,0.0001,2.22,0.0177,46.2,39,200,29,0.84,0.61,0.085,0.0193,281,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198747,"Chicken tenders or strips, breaded, from other sources",Male,0.004,0.117,0.144,7.527,0.4,0.022,0.00017,0.9,0.0002,2.88,0.0109,44.4,24,257,28,0.76,0.68,0.074,0.018,345,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198747,"Chicken tenders or strips, breaded, from other sources",Female,0.004,0.117,0.144,7.527,0.4,0.022,0.00017,0.9,0.0002,2.88,0.0109,44.4,24,257,28,0.76,0.68,0.074,0.018,345,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24198840,"Fried chicken chunks, Puerto Rican style",Male,0.024,0.236,0.25,5.649,0.334,0.031,0.00044,4.8,0.0001,0.52,0.0045,38.7,16,169,24,2.19,1.63,0.105,0.0248,241,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24198840,"Fried chicken chunks, Puerto Rican style",Female,0.024,0.236,0.25,5.649,0.334,0.031,0.00044,4.8,0.0001,0.52,0.0045,38.7,16,169,24,2.19,1.63,0.105,0.0248,241,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201000,"Turkey, NFS",Male,0.003,0.036,0.204,11.652,0.763,0.01,0.00082,0.0,0.0003,0.06,0.0,78.1,11,237,31,0.65,1.63,0.062,0.0299,247,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201000,"Turkey, NFS",Female,0.003,0.036,0.204,11.652,0.763,0.01,0.00082,0.0,0.0003,0.06,0.0,78.1,11,237,31,0.65,1.63,0.062,0.0299,247,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201020,"Turkey, light meat, skin not eaten",Male,0.003,0.036,0.204,11.652,0.763,0.01,0.00082,0.0,0.0003,0.06,0.0,78.1,11,237,31,0.65,1.63,0.062,0.0299,247,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201020,"Turkey, light meat, skin not eaten",Female,0.003,0.036,0.204,11.652,0.763,0.01,0.00082,0.0,0.0003,0.06,0.0,78.1,11,237,31,0.65,1.63,0.062,0.0299,247,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201030,"Turkey, light meat, skin eaten",Male,0.01,0.035,0.211,11.42,0.724,0.009,0.0009,0.0,0.0004,0.07,0.0,77.7,12,236,31,0.73,1.66,0.065,0.0291,247,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201030,"Turkey, light meat, skin eaten",Female,0.01,0.035,0.211,11.42,0.724,0.009,0.0009,0.0,0.0004,0.07,0.0,77.7,12,236,31,0.73,1.66,0.065,0.0291,247,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201060,"Turkey, light meat, breaded, baked or fried, skin not eaten",Male,0.003,0.119,0.221,11.133,0.701,0.018,0.0007700000000000001,0.0,0.0003,0.14,0.0013,72.0,26,229,32,1.02,1.6,0.079,0.0293,241,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201060,"Turkey, light meat, breaded, baked or fried, skin not eaten",Female,0.003,0.119,0.221,11.133,0.701,0.018,0.0007700000000000001,0.0,0.0003,0.14,0.0013,72.0,26,229,32,1.02,1.6,0.079,0.0293,241,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201070,"Turkey, light meat, breaded, baked or fried, skin eaten",Male,0.009,0.119,0.227,10.923,0.666,0.017,0.0008399999999999999,0.0,0.0004,0.15,0.0013,71.6,27,228,32,1.09,1.63,0.082,0.0285,241,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201070,"Turkey, light meat, breaded, baked or fried, skin eaten",Female,0.009,0.119,0.227,10.923,0.666,0.017,0.0008399999999999999,0.0,0.0004,0.15,0.0013,71.6,27,228,32,1.09,1.63,0.082,0.0285,241,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201120,"Turkey, light meat, roasted, skin not eaten",Male,0.003,0.036,0.204,11.652,0.763,0.01,0.00082,0.0,0.0003,0.06,0.0,78.1,11,237,31,0.65,1.63,0.062,0.0299,247,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201120,"Turkey, light meat, roasted, skin not eaten",Female,0.003,0.036,0.204,11.652,0.763,0.01,0.00082,0.0,0.0003,0.06,0.0,78.1,11,237,31,0.65,1.63,0.062,0.0299,247,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201130,"Turkey, light meat, roasted, skin eaten",Male,0.01,0.035,0.211,11.42,0.724,0.009,0.0009,0.0,0.0004,0.07,0.0,77.7,12,236,31,0.73,1.66,0.065,0.0291,247,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201130,"Turkey, light meat, roasted, skin eaten",Female,0.01,0.035,0.211,11.42,0.724,0.009,0.0009,0.0,0.0004,0.07,0.0,77.7,12,236,31,0.73,1.66,0.065,0.0291,247,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201220,"Turkey, dark meat, roasted, skin not eaten",Male,0.005,0.058,0.358,6.677,0.433,0.009,0.00164,0.0,0.0003,0.07,0.0,93.1,17,209,26,1.3,3.44,0.126,0.031100000000000003,225,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201220,"Turkey, dark meat, roasted, skin not eaten",Female,0.005,0.058,0.358,6.677,0.433,0.009,0.00164,0.0,0.0003,0.07,0.0,93.1,17,209,26,1.3,3.44,0.126,0.031100000000000003,225,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201230,"Turkey, dark meat, roasted, skin eaten",Male,0.015,0.055,0.347,6.973,0.421,0.009,0.00164,0.0,0.0004,0.08,0.0,90.7,17,213,26,1.31,3.26,0.122,0.0299,227,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201230,"Turkey, dark meat, roasted, skin eaten",Female,0.015,0.055,0.347,6.973,0.421,0.009,0.00164,0.0,0.0004,0.08,0.0,90.7,17,213,26,1.31,3.26,0.122,0.0299,227,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201320,"Turkey, light and dark meat, roasted, skin not eaten",Male,0.004,0.046,0.271,9.495,0.619,0.009,0.0011799999999999998,0.0,0.0003,0.06,0.0,84.6,14,225,28,0.93,2.41,0.09,0.0304,237,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201320,"Turkey, light and dark meat, roasted, skin not eaten",Female,0.004,0.046,0.271,9.495,0.619,0.009,0.0011799999999999998,0.0,0.0003,0.06,0.0,84.6,14,225,28,0.93,2.41,0.09,0.0304,237,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201330,"Turkey, light and dark meat, roasted, skin eaten",Male,0.012,0.044,0.271,9.447,0.59,0.009,0.00123,0.0,0.0004,0.07,0.0,83.4,15,226,29,0.99,2.37,0.09,0.0295,238,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201330,"Turkey, light and dark meat, roasted, skin eaten",Female,0.012,0.044,0.271,9.447,0.59,0.009,0.00123,0.0,0.0004,0.07,0.0,83.4,15,226,29,0.99,2.37,0.09,0.0295,238,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201360,"Turkey, light or dark meat, fried, coated, skin not eaten",Male,0.006,0.057,0.274,9.21,0.596,0.011,0.00115,0.0,0.0003,0.15,0.0007,84.3,16,221,28,1.01,2.35,0.089,0.0298,235,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201360,"Turkey, light or dark meat, fried, coated, skin not eaten",Female,0.006,0.057,0.274,9.21,0.596,0.011,0.00115,0.0,0.0003,0.15,0.0007,84.3,16,221,28,1.01,2.35,0.089,0.0298,235,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201370,"Turkey, light or dark meat, fried, coated, skin eaten",Male,0.013,0.054,0.268,8.98,0.557,0.01,0.00117,0.0,0.0004,0.16,0.0007,81.6,17,217,28,1.04,2.26,0.088,0.028300000000000002,231,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201370,"Turkey, light or dark meat, fried, coated, skin eaten",Female,0.013,0.054,0.268,8.98,0.557,0.01,0.00117,0.0,0.0004,0.16,0.0007,81.6,17,217,28,1.04,2.26,0.088,0.028300000000000002,231,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201410,"Turkey, light or dark meat, stewed, skin not eaten",Male,0.012,0.069,0.264,11.156,0.898,0.01,0.00171,0.0,0.0003,0.12,0.0,82.9,16,262,37,1.18,2.53,0.109,0.031100000000000003,324,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201410,"Turkey, light or dark meat, stewed, skin not eaten",Female,0.012,0.069,0.264,11.156,0.898,0.01,0.00171,0.0,0.0003,0.12,0.0,82.9,16,262,37,1.18,2.53,0.109,0.031100000000000003,324,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201420,"Turkey light or dark meat, stewed, skin eaten",Male,0.017,0.037,0.232,6.931,0.462,0.006,0.00067,0.0,0.0004,0.13,0.0,58.5,13,177,22,0.96,2.18,0.088,0.0299,174,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201420,"Turkey light or dark meat, stewed, skin eaten",Female,0.017,0.037,0.232,6.931,0.462,0.006,0.00067,0.0,0.0004,0.13,0.0,58.5,13,177,22,0.96,2.18,0.088,0.0299,174,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201510,"Turkey, light or dark meat, smoked, skin eaten",Male,0.0,0.06,0.18,5.09,0.41,0.007,0.00035,0.0,0.0,0.34,0.0,69.9,26,203,25,1.79,2.96,0.093,0.0303,280,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
24201510,"Turkey, light or dark meat, smoked, skin eaten",Female,0.0,0.06,0.18,5.09,0.41,0.007,0.00035,0.0,0.0,0.34,0.0,69.9,26,203,25,1.79,2.96,0.093,0.0303,280,0.7,1.1,1.1,14.0,1.3,0.4,0.0024,75.0,0.015,15.0,0.09,425.0,1000.0,700.0,320.0,18.0,8.0,0.9,0.055,2600.0
24201520,"Turkey, light or dark meat, smoked, skin not eaten",Male,0.0,0.06,0.18,5.44,0.46,0.007,0.00037,0.0,0.0001,0.33,0.0,82.3,25,213,26,1.78,3.1,0.094,0.043,298,0.9,1.2,1.3,16.0,1.3,0.4,0.0024,90.0,0.015,15.0,0.12,550.0,1000.0,700.0,420.0,8.0,11.0,0.9,0.055,3400.0
